uεόν,renovatur,induo
σκευο͂́ς,vas,linteum
σκήνωσις,thronus,habito
σκηνόω,gloria,Verbum
σκιά,resisto,res
σκιρτάω,salutatio,infans
σκληρόω,impius,contra
σκληρύνω,obduro,hodie
σκολιάζω,sinis,salvamini
σκοπός,bravium,Christo
σκορπιόις,cauda,quin
σκορπιών,supra,inimicus
σκοτιά,tenebrae,ambulo
σκοτινόν,totus,tenebrae
σκύθης,praeputium,barbarus
σκωληκόβρωτος,consumo,exspiravit
σμικρός,sto,extra
σόδομα,Sodomorum,Sodomis
σορός,tango,accedo
σουσάννα,Iohanna,Susanna
σοφιᾴ,sapientia,gratia
σπαράσσω,vix,apprehendo
σοφός,sapio,stultus
σπένδω,resolutio,delibo
σπεῖρα,cohors,semino
σπερμολόγος,resurrectio,vult
σπηλαιόις,erro,cavernis
σπιλόω,lingua,maculo
σπόγγος,aceto,spongius
σποδός,vae,cinis
σπουδάζω,pax,sollicitus
σπουδαιώς,sollicitus,quaesivit
στάσις,homicidium,carcer
σταδιῴ,curro,bravium
στασιαστής,Barabbas,seditiosus
στέγος,suffero,spero
στέμμα,apostolus,turbo
σταυρόω,crucifige,crux
στεῖρος,sterilis,parturio
στενός,porto,paucus
στενοχωριάις,angustiae,necessitas
στερεώμα,Christo,gaudeo
στήριξις,confirmo,Christo
στηριγμός,traduco,insipiens
στιγμή,momentum,duco
στόρνυμι,via,sterno
στοιχειᾶ,elementum,mundus2
στολή,stola,primus
στράτευμα,exercitus,rex
στρατεύω,milito,vestris
στρατηγός,magistro,magistratus
στρατόπεδον,adpropinquavit,videritis
στρεβλόω,intellego,scriptura
στρουθιά,passer,veneunt
στύλος,conversari,oportet
στυγνάζω,maereo,abeo
σύγχυσις,Gaio,animus
σύμμορφος,subicio,humilito
σύμφυτος,conplanto,resurrectio
σύναξις,congrego,manus
σύνειμι,interrogavit,viderem
σύνζυγε,adiutor,rogum
σύνσωμα,concorporalis,conparticipo
σύντριψις,Satanan,pax
σύρος,leprosus,propheta
σύσσημον,teneo,traditor
συγγενειάς,cognatio,vocetur
συγγενίς,concipio,vocatur
συγκακοπαθέω,vinctum,ita
συγκαλύπτω,reveletur,operio
συγκλείω,concludo,sub
συγκομίζω,planctus,curaverunt
συγκυριάν,praeterivit,accido
συγχράομαι,mulier,samaritana
συκάμινος,oboedio,fides
συκοφαντέω,contineo,interrogo
συλλαλέω,Helias,Caesarem
συλλήμψῃ,concipio,paries
συλλογίζομαι,at,cogito
συμβαίνω,contingo,accido
συμβούλιον,consilium,ineo
συμβουλιόυ,Caesarem,appello2
συμμερίζω,altaria,sacrarius
συμμορφόομαι,praedestinavit,conformis
συμπαθής,amator,fraternitas
συμπίπτω,sinis,aedifico
συμπόσιος,contubernium,praecipio
συμφυλέτης,imitator,Christo
συμφωνιάς,appropinquo,symphonia
συνάρχω,curo,perambulo
συναθλέω,sive,evangelio
συναιχμάλωτος,saluto,concaptivus
συναλλάσσω,alteruter,pax
συναναμίγιυσθαι,commisceo,oboedio
συναντάω,Melchisedech,obviavit
συναπόλλυμι,explorator,Raab
συναρμολογέω,aedificatio,construo
συνγνώμην,indulgentia,imperium
συνδρομή,commoto,extra
συνέρχομαι,manduco,convenitis
συνεγείρω,Christo,conresuscitavit
συνεζωοποιήσεν,salvati,convivificavit
συνειδυιής,conscius,pretio
συνεληλυθυιᾶι,positus,viderunt
συνεπιτίθημι,adiicio,ito
συνεργέω,cooperor,fido
συνεσθίω,introisti,segrego
συνετός,prudens,sapio
συνεφίστημι,virgis,scissis
συνζητεῖν,quaero,coepi
συνζητοῦντες,Cilicia,surgo
συνηθειᾴ,conscio,infirmus
συνθλασθήσεται,caedo,lapido
συνιόυσιν,parabola,vident
συνίημι,intellego,auris
συνκαθήμενοι,assideo,praeses
συνκαταβάντες,crimen,potens
συνκληρονόμα,concorporalis,conparticipo
συνκοινωνός,efficio,particeps
συνμέτοχα,concorporalis,conparticipo
συνοδιᾴ,existimantes,requiro
συνομιλέω,convenerant,invenit
συνοχέομαι,contristo,caritas
συνπαραλαβεῖν,Marcus,cognomino
συνπαραλαμβάνειν,rogo,recipio
συνπολῖται,domesticus,advenae
συνσταυρωθέντες,figo,inpropero
συνστοιχεῖ,servit,coniungo
συνσχηματίζεσθε,probo,voluntas
συντέλεια,inimicus,seminavit
συντελειᾴ,consummatio,saeculum
συντηρέω,uter,vinum
συντρίβω,confringo,figulus
συνυποκρίνομαι,simulatio,ito
συνωδίνω,ingemescit,parturio
συσπαράσσω,accedo,daemonium
συριάν,Syriam,Ciliciam
συστέλλω,ita,amoverunt
συχάρ,Iacob,Sychar
σφόδρα,valde,contristo
σφάζω,occido,maligno
σφυρίς,sporta,fragmentum
σφραγίς,aperio,sigilla
σχεδόν,paene,sanguis
σχίσμα,convenientibus,idem
σχολάζω,scopa,invenit
σώζω,salvamini,exhortor
σωσθένης,Sosthenes,vocatus
σωτήριος,salutaris,videbit
σῶμα,membro,sive
σωφρονέω,horto,sobrius
σωτηριάς,salus,vestra
τάλαντον,talentum,quin
τάσσω,sub,potestas
τάχος,citus,velociter
ταις,supervenerunt,ministerium
ταλαιπωρέω,lugeo,convertatur
ταλαντάω,ratio,milium
ταμειόις,desertum,praedico
ταπείνωσις,humilitas,subicio
ταπεινόω,humilio,exalto
ταρσεά,quaero,Saulum
ταρταρόω,reservari,rudens
ταυράω,taurus,sanguis
ταχεώς,citus,veniam
τέθηπα,sepulcrum,Maria
τέκτων,nonne,Ioseph
τέλος,finis,usque
τέρτυλλος,pax,accuso
τέτυχεν,mediator,repromissio
τεθεάται,invicem,careo
τεκμηριόις,argumentum,vivum
τεκνογονιάς,salvabitur,dilectio
τελειά,timor,caritas
τελειόω,consummo,perficio
τελειώσις,ordino,sacerdos
τελευτάω,mater,defunctus
τελώνιον,sequor,vidit
τεσσαρακονταετής,annus,quadraginta
τετελειώκεν,consummavit,oblatio
τετήρηκαν,sermo,mundo
τετράποδος,quadrupedius,serpo
τετρααρχοῦντος,tetrarches,Caesaris
τετρακισχιλιόυς,milium,septem
τετρακοσιόις,post,quinquaginta
τετραχῶς,oculus,intellego
τεχνίτης,artifex,amplus
τῆ,oboedio,fides
τηλικοῦτος,tantus,eripio
τηρεύς,sermo,tango
τίμησις,honorifico,irritus
τίθημι,pono,monumentum
τίνα,surgo,descendo
τίτλος,titulus,Iudaeorum
τιβεριάς,Tiberiadis,manifestavit
τιμάω,honorus,honorifico
τιμιάν,Domino,ministerium
τιμιόυς,stipula,superaedifico
τιμόθεος,Timotheus,Timotheum
τιμοθεῴ,misericordia,pax
τιμωριάς,contumelia,gratiae
τιτιόυ,coniungo,Titi
τόξον,exivit,corona
τοίνυν,igitur,sic
τοιγαροῦν,sperno,ita
τοιουλτγττοις,subditus,eiusmodi
τολμηρός,gratia,audax
τον,misericordia,pax
τοὐναντιόν,malus2,maledictum
τράγος,sanguis,hircus
τραπεζείταις,usura,veniens
τραχειᾶι,humilio,prava
τραχών,tetrarches,Caesaris
τρέχω,curro,sic
τρῆμα,facilis,foramen
τρίμηνος,parens2,fidus
τριάκοντα,triginta,annus
τρισχίλιοι,milium,baptizo
τρόμος,tremor,timor
τροπή,apud,perfectus
τρίτος,tertius,pars
τροφός,apostolus,possum
τρύβλιον,intinguit,duodecim
τρυμαλιά,facilis,foramen
τρυγέω,falx,acutus
τρωᾴδος,Troade,Neapolim
τρώγω,manduco,bibo
τύραννος,maledico,induro
τύχος,semino,puto
τυμπανίζω,resurrectio,melioro
τυριόις,at,pax
τυφόμενον,confringo,victoriam
τυχαῖος,extra,propheta
των,Iudaeorum,rex
ὕ,aestimo,similis
ὕλη,silvam,exultat
ὕπαρξις,substantia,prout
ὕσσωπον,aceto,populus2
ὕψος,humilio,exalto
ὗς,sus,lauo
ὑγιαίνω,sanus,doctrina
ὑδριάι,hydria,metreta
ὑδροποτέω,stomachus,vino
ὑμέτερος,vestrum,vestra
ὑμών,pax,Dominus
ὑπάρχω,possideo,quisquam
ὑπακουέι,commisceo,oboedio
ὑπακουόυσιν,oboedio,miror
ὑπέρακμος,nubo,existimo
ὑπείκω,vestris,oboedio
ὑπενοόυν,suspicor,nox
ὑπεραυξάνω,invicem,fido
ὑπερβαλλόντως,abundo,frequenter
ὑπερέχω,arbitror,detrimentum
ὑπερεκχυννόμενον,mensura,remetior
ὑπερηφανιά,avaritiae,dolus
ὑπεροράω,ignorantia,despicio
ὑπερπερισσευόμαι,repletus,fiducia
ὑπερυψόω,nome,donavit
ὑπερωῴͅ,cenaculum,lavissent
ὑπηρετέω,sequor,atrius
ὑπόδικος,subdo,lex
ὑπόνοια,langueo,verborum
ὑπογραμμός,vocati,exemplum
ὑποδείκνυμι,ostendo,viperarum
ὑποζώννυμι,incido2,fero
ὑποκριται,unusquisque,praesaepe
ὑπολείπω,relinquo,vocati
ὑπομιμνήσκω,commoneo,commonitio
ὑποπλέω,subnavigavimus,vix
ὑποστέλλω,subtraho,adnuntio
ὑποστρέφω,reversi,regredior
ὑπό,ab,autem
ὑποτρέχω,obtineo,Caudam
ὑποχωρέω,secedo,reversi
ὑστέρησις,penuria,disco
ὑψηλός,excelsus,altum
ὑψωθήσῃ,usque,exalto
υἅλος,singulus,duodecim
υἁλίνη,sedes,retro
υἑτός,potestas,sanguis
υιὅν,Filium,Patrem
υιὁθεσία,Israhelitae,adoptio
υιὁί,vestri,possum
υιὁῦ,Filii,Filio
υμῶν,retribuo,actio
φάγων,manduco,misereo
φάντασμα,fantasma,ambulo
φάσις,cohors,quaero
φαίνω,pareo,appareo
φανεράσω,manifesto,oportet
φανή,peccatus,mors
φαντασιάς,Agrippa,adduco
φαρισαιε͂,caecus,Pharisaee
φαρισαιόυς,Pharisaeos,adduco
φαρισαιο͂ς,Pharisaeus,apud
φαρμακιά,rixa,veneficia
φαῦλος,malus2,resurrectio
φεύγω,fugio,nuntiaverunt
φήμη,fama,universam
φῆστε,optume,Feste
φέρω,affero,fero
φημί,Paulus,at
φθέγγομαι,mutum,correptio
φθιῶτις,possideo,incorruptela
φθονέω,provocantes,invidentes
φίλανδρος,adulescentula,prudentia
φῖλος,amo,dignus
φίλιππος,Philippus,Philippum
φιάς,honorus,humilito
φιλάνθρωπος,devenimus,ago
φιλαδελφιᾴ,fraternitas,amor
φιλανθρωπιά,humanitas,benignitas
φιλιά,inimicus,adulterium
φιλόλογος,saluto,Olympiadem
φιλόσοφος,resurrectio,vult
φιλόφρων,insula,suscipio
φιλοξενιάς,hospitalitas,oblivisci
φιλοτιμέομαι,sive,contendo
φιλέω,amo,Domine
φλέγων,Flegonta,Patrobam
φλυάροι,otiosus,disco
φόβος,timor,perficio
φοίβη,Phoebem,Cenchris
φονάω,occido,moechor
φονεύω,occido,iustus
φορά,purpureus,causa
φορεύς,malus2,minister
φορτιόις,peritus,at
φορτουνάτου,Stephanae,Achaici
φοβέω,timeo,occido
φραγέλλιον,quasi,eicio
φρεάρ,puteus,putea
φρεναπατάω,existimo,aliquis
φρόνημα,prudens,Spiritus
φρύγανον,inpono,aliquantus
φύλαξ,custos,duo
φρονέω,sapio,sentio
φύσις,natura,insero
φυλάσσω,custodio,custodivi
φυλακίζω,concludo,Domine
φυσίωσις,qualis,fors
φυλή,tribus,duodecim
φυτειά,plantatio,at
φυτευών,planto,incrementum
φωλεός,ubius,caput
φωστήρ,sinis,lapis
φωτινή,nubis,benus
χάλαζα,magna,grando
χάραξ,circumdo,inimicus
χάρτης,os2,spero
χαλαζάω,magna,vehementer
χαλιναγωγέω,offendo,potens
χαλινόω,lacus,extra
χαλκιών,urceus,baptisma
χαλκολίβανον,similis,vox
χαναναιά,miseror,Fili
χαρίζω,dono,donavit
χασμάω,indo,volunt
χειλεών,labium,semper
χειραγωγέω,Damascum,viderem
χειρόω,manus,manes
χειροποιήτον,manufactum,aedifico
χήρα,vidua,viduas
χιλίαρχος,tribunus,caro2
χιλιάρχος,tribunus,iubeo
χιόυ,venimus,sequor
χείρ,manus,dico2
χιών,nix,tamquam
χλοής,Chloes,significo
χόρτος,faenum,flos
χοῖρος,porcus,grex
χολή,obligatio,fel
χορηγέω,saeculum,glorior
χούς,paupero,manus
χράομαι,utor,potestas
χρειάις,hospitalitas,communico
χρεοφιλέται,at,aliquis
χρῄζω,indigeo,surgo
χρῆσις,utor,masculus
χρηστευέται,careo,perperam
χρηστολογιάς,dulcis,Domino
χριςτος,Christus,glorior
χρονίζω,dormitaverunt,tardo
χρύσεος,septem,aurea
χρυσιόυ,concupivi,vestem
χρυσόλιθος,undecimus,sextus
χρυσόω,lapis,vae
χώρα,regio,abeo
χωλός,claudus,caecus
χωρίζω,discedo,an
χωριόν,ager,Acheldemach
ψάλλω,oro,psallam
ψεύδω,mentior,veritatem
ψεῦδος,mendacium,doceo
ψευδαπόστολος,subdolus,pseudoapostoli
ψευδοδιδάσκαλος,perditio,celer
ψευδομάρτυς,fallo,testis
ψευδομαρτυριάν,fallo,quaero
ψῆφος,scriptum,psalmus
ψιθυρισμός,qualis,fors
ψύχος,sto,frigus
ψυχή,anima,animo
ψώχω,manduco,spica
χριστός,Christi,Iesu
ὦ,o,iudico
ᾠδή,canticum,canto
ὠδίς,teneo,inferni
ὠτάριον,servum,auricula
ὠφέλιμος,utile,pietas
ὠφελιάς,superbus,quaestus
ὡραῖος,templum,elemosynam
ὥστε,ito,ita
ὡσαννά,osanna,benedictus
ὡσπερεί,abortivo,visus
ωσπερ,muliero,mulier
̔ρακά,reus,iudicium
̔ραχήλ,ploro,ululo
̔ρησά,Resa,Neri
̔ροβοάμ,gigno,Roboam
̔ραββεί,rabbi,magister
̔ρούφου,angariaverunt,Simonem
̔ρώμῃ,quaesivit,Romae
̔ρωμαϊστί,prope,fero
̔ρωμαιο͂́ς,civis,romanus
̔ρωμαιο͂ν,flagello,licet2
ἄγκυρα,anchora,marum
ἄβυσσος,abyssus,ascendo
ἄγρα,captura,cessavit
ἄδηλος,incertus,paro
ἄζυμος,azymus,pascha
ἄθεσμος,Loth,oppressus
ἄκακος,innocens,decet
ἄκρατος,ira,conspectus2
ἄκων,invitus,dispensatio
ἄλφα,finis,Omega
ἄμετρος,glorior,mensura
ἄμφοδος,solvunt,bivio
ἄνεσις,requies,Macedoniam
ἄγγελος,angelus,edo
ἄνηθον,misericordia,relinquo
ἄνθρω,hereticum,devita
ἄλλος,alius,allium
ἄνιπτος,lotis,manduco
ἄνομος,sinis,sub
ἄνυδρος,sinis,quaero
ἄξιος,dignus,nihil
ἄπειμι2,Christo,gaudeo
ἄππιος,ago,indo
