τριάριοι,triarii
ἐγγύς,prope
πολύχυτος,perlate
συντάσσω,dispono
φιλαργυρία,auarities
νικηφορέω,lucrifico
χλαμύς,pallula
ἑκατέρωθι,uterlibet
εὔτυκος,peraedificatus
λικμάω,palearis,paleatus
χρησμός,oraculum
ἐπιμίξ,mistim
ἐκτρίβω,extero,effrico
διπλόω,duplex
αἱματώδης,sanguinarius,sanguineus
ἀκροβολία,uelitatio
οὐραγός,tadius
ὑποφθαδόν,riualitas
προσεξευρίσκω,adinuenio
ἐπωπάω,inseruo
ἀξιωματικός,dignitosus
ἐξομοιόω,consimilo
ἁμοῦ,astituo
ἐκμαίνω,rabio
γαλέη,mustelinus,ictis
συναντάω,obuenio
ὑπόρχημα,saltabundus
ὑποτίμησις,causatio
ἐπίσκεψις,disquisitio
ποικιλοφόρμιγξ,chorocitharista
εὐαφής,malacus
κλάω,refringo,effringo
φιλέριθος,lanarius
πλοκή,textura
φᾶρος,mantelum
διαπίμπρημι,extumeo,sororio
θύλακος,sacculus
πολυνιφής,ninguis,ninguidus
ξηροτροφικόν,alitura
ψυχεμπορικός,cauponor
σκῶλον,districtio
ἐγκλείω,secludo,occludo
χριστιανός,lector
συναίνεσις,approbator
ἀνατέλλω,assurgo,exsurgo
παραιωρέω,circumpendeo
ἐγκατοικοδομέω,perstruo,coaedifico
ἐγχλίω,incomitio
διαδέκτωρ,postpartor
ἐί̈σκω,pyxidatus
δυσμαθής,dureo
δατήριος,concisura
ὁμοείδεια,naturalitus
οἰνόχυτος,lorea,meliton
δύσπεπτος,dureo
γαλεός,galeos
σύμπολλοι,totiugus,quotcumque
συλλυπέω,cordolium
ἐρίζω,prouoco
ὑποπτεύω,suspicor
ὁμωροφέω,subtegulaneus
κραταιός,altipotens
στέψις,coronamen,redimitus
σκολόπενδρα,scolopendra
ὑπτιόω,resimus
χοροδιδασκαλία,quattuoruiratus,ducena
ἑπταετής,septuennis,hebdomas
ἀνανδρία,agamus
συνιππεύς,sociennus
σεμνόστομος,superbiloquentia
ποσαχῶς,quotcumque,quotumus
κνίδη,cnide,galeopsis
εἵλη,caldor
παρακαλέω,uoco
πολυπόθητος,multibibus
κουφίζω,releuo
ἐντός,intra,intus
παραφυάς,fellator
θρύον,carex
γεννητός,generatio
πάνοπλος,peltatus
διορθόω,corrigo
ἀδοξέω,uigeo
προσοχή,prospicus
κόπις,uitilitigator
ἄσβολος,fuligineus
μνεία,recordatus
θράσος,fidentia
λιποστρατία,praeseruio
ἀπάρνησις,infitialis
ἐπαίνεσις,dilaudo,collaudatio
ἐκτένεια,extentio
ἐνστέλλω,cataclista
ἡμερότης,lenitas
πληροφορία,confisio
ἐγκαταλείπω,linquo,relinquo
ἀπεραντολογέω,consermonor
ἑξάδραχμον,sexcenarius
ἕστιος,uaccinium,betula
ἀποδέω,alligo
προσπεριποιέω,saluo
ὀξύφωνος,penetratio
ἰσόπηχυς,semicubitalis
ἔρευνα,scrutor
ἀποτιλάω,inspurco,confoedo
ἱππόλοφος,cristula
καταδυναστεύω,moderanter
ἱππόστασις,equile,stabularius
ἀπάλαλκε,propulso
συμμεταχειρίζομαι,procuratiuncula
ἄλεκτρος,innuptus
ἀκίνητος,immotus
κειμηλιόω,thesaurus
σύνδετος,pronecto
μελέτη,declamatio
διδακτός,docilis
φίλορνις,auiarius
κτενίζω,depecto,repecto
ἁπλότης,simplicitas
ὑπεξέχω,celate
συμβούλευμα,datarius
ὄμμα,lumen
ὑποστολή,amotio
ἄφοβος,praetimeo
δεκάμηνος,bimestris
ἐξώκοιτος,edormio
ἀμέριμνος,praeterpropter
ἀπαμπλακεῖν,dispolio
ἡμιτόνιον,hemitonium
πεντηκοστύς,quinquagenarius,quinquagiens
ἀστασίαστος,factio
κλωστήρ,netus
ἑπταμηνιαῖος,septimanus
καρτερικός,sustinentia
εὐπαραμύθητος,clusilis
μεσίδιον,adaggero
τακτικός,ordinatio
ὑπηνέμιος,meses,ornithias
ἐξαρίθμησις,dinumeratio
ὁρκωμοσία,iuratio,adiuratio
σκιφίας,xiphias,ensiculus
χολόω,iracundia
ἐπιστέφω,aduelo
συνενθουσιάζω,rabio
εὐρυγάστωρ,gaster,ampullaceus
πέταλον,maspetum
τρίρρυμος,triga
νώδυνος,mitigatorius
ἀνείρομαι,rogito
κολοιάω,monedula
ὑψιδαίδαλτος,opiparus
ὑποτρώγω,pappo,esco
παρονομασία,deriuatiuus
φραστικός,indicatiuus
ἵππερος,febricito
ἀποσκεδάννυμι,dispello
παλίρροια,refluus
ἀπονοέομαι,desperatio
ἄπιος,pirum
προσερέσθαι,proco
ὑπεραποθνῄσκω,taxillus,praemorior
μυρεψικός,serichatum
γεωμετρέω,geometria
δυσανακόμιστος,perdurus
ἀναθυμίασις,ortiuus
ἀρίδηλος,perspicabilis
κατάλυμα,cala
κτήσιος,peculium
καταβόησις,iubilatio,conclamatio
πρίν,ante
ἱμαλίς,praelargus
πρόδοσις,nummulus
πρίω,serro
ἀντημοιβός,ceratium
οἰνοχόη,pocillator
εὐπείθεια,oboedientia,parientia
μιλτόω,rubricosus
ἴασις,medela
μετατρέχω,antecurro
σωφρονιστήρ,sophia
ἀριδείκετος,pernobilis
δίκροος,bisulcus
κατανύω,deuenio
ἔγκατα,extaris
ζήτημα,consultatio
ἀντίχθων,australis
ὠμηστής,succrudus
παράτριψις,attritio,infrictio
ἄπιον,pirum,precianus
κυβιστής,petauristarius
σωφρονικός,met
πῆχυς,cubitum
ἐπισπείρω,porcula,scrofinus
ἰυγή,ululabilis
κνέωρον,cunnus
ἀμφιβληστρικός,retiolum
σκῶλος,mucronatus
ἀνταναπληρόω,lancula
πικρολογία,amaritas,amarities
τάξις,ordo
θαυματοποιός,pupulus
μασχάλη,maspetum
προδιεργάζομαι,praeformo
πυρσαίνω,erythros
μάρμαρον,marmoreus
χρηματιστής,nummulus
ἐρικυδής,pernobilis
εἰσβλέπω,introspicio,prospeculor
ὑποπέτασμα,peristroma
ἐπιρρέζω,litamen
τέρπω,iucundo
συναμφότεροι,summula
διανόημα,cogitatus
ἐνίοτε,nonnumquam
ἀνυτικός,incitatus
ἁρμόζω,accommodo
ὑπόδρα,inspicium
κουροτροφέω,soligena
κρόκη,lanugino
ἀπορροή,prolapsus
ἄντα,obiaceo
ἀποδεκτός,acceptabilis
θησαυρισμός,repositio
διατινάσσω,labefacio
προσκολλάω,obhaeresco
μάρμαρος,marmoreus,marmorarius
σμηνουργέω,perfluctuo
περισπαστέον,circumflecto
θωράκιον,cornicula
κνέωρος,thymelaea
λαγνεύω,superhabeo
στίβασις,aedificatiuncula
ἀντιφιλία,mutuarius
σημαίνω,insigne
ἀλαστορία,ultorius
χαμαίμηλον,malifer
γενειάσκω,barbitium
λοχίζω,cateruatim
ἔκτασις,extentio
διαταγή,plebiscitum
δουλοφανής,ancillatus
καχεκτέω,suetudo
ἀγλαόφορτος,superbificus
πελάζω,proximo,propio
τροχή,meaculum,gyrus
τυπώδης,desultorius
ὑπεράλλομαι,subsilio,circumsilio
φιλαίματος,sanguinarius,haematinus
τύλος,rapum
ἡδύγλωσσος,perdulcis
ἀνισόω,exaequo
γυμνικός,gymnicus
ἐνύπνιος,orpheus
κυπρογενής,cyprinum
ζάκοτος,supergressus
ἐπίκλητος,cerinthus
ἐπίκρυφος,cinaris
ὁποσαχῶς,quotlibet,multiuius
ὀσμή,odoratus
προαπορέω,proludium
ἐπιλεκτάρχης,alligatura
κύπερον,catadromus,schoenobates
ἑκκαίδεκα,sedecim,sedecies
ἀντακολουθέω,datatim
ἀρίθμησις,numeratio,dinumeratio
ὄπις,reuerentia
ἔλεος,misericordia,misereo
πρασίζω,chloreus,subuiridis
λόχευμα,soligena
ἐπίλυτρος,eleutheria
τριγονία,tertiarius,triens
καλλιφεγγής,nitefacio,philocalia
ξύλον,lignum
μέθημαι,internascor
περισπούδαστος,multiloquium
σκάρος,psittacus
ἀναγκαστός,demoueo
ἐπισυνίστημι,postidea
ἀκόντισμα,uerutum,uerutus
πάμφορος,omniparens
ἔξαψις,excalfactorius
ξυλεύω,palumbinus,xylocinnamomum
δοκιμεῖον,obrussa
πόα,gramen
περισοφίζομαι,perfabrico
ὑποφήτης,expositor
γαύρωμα,uenditatio
μάνης,ancillatus
προτροπή,hortamen
ὀρρωδέω,reformido
καλλιστεύω,perpulcher
ἄλλυδις,iamiam
πολύχυλος,opocarpathon,acanthice
ἀντιτίθημι,aduersor
ἀνεπιφανής,imperspicuus
ἐπικαταρρέω,cernulo
περιπόρφυρος,ostrinus
κάκοσμος,odoratio
κλύζω,eluo
τριηρίτης,commeator
προκόλπιον,pectoralis
ἀμφιλογία,indubito
διάδρομος,errantia
οὔλω,propinatio
ἐπίσπεισμα,delibamentum
ἄτρακτος,euonymos
ἀδαῖος,sensifer
καταπλύνω,lotio
τριχολογέω,horripilo
ἀστραπηφορέω,progesto
πολύσκιος,perpauxillus
μακρημερία,horaeus
ἐγκώμιος,laudatio
στέροψ,fulgidus
ἡμερολογέω,renumero
πολυβόρος,lurchinabundus
ἐπανακρούω,recello
δοξοφαγία,esuries
ἐπικοσμέω,inorno
προναυμαχέω,naumachiarius
καρταίπους,maiorinus
ἐπενθρῴσκω,assilio,praesulto
μονομήτωρ,matercula
τροχός,rota
ὁμοιομέρεια,similitas
ἰαίνω,excalfacio
ἐπαχλύω,galbula
παραιτητέος,gleucinus
ζήλη,pellico,subnuba
ὑποχείριος,comminus
ἔπιπλα,supellex
ἀμφιλαχαίνω,sarculo,interfodio
προσουρέω,permingo
συσπλαγχνεύω,sacrificalis
ὑπερλυπέομαι,praemodum
ἔρδω,uictimo
φάγων,degulator
ἀνταγωνιστέω,pellico,subnuba
ἀντιτειχίζω,immunio
κυδωνιάτης,paniceus
προαποκάμνω,congermanesco
ἤλιθα,incassus
ἀνδράγρια,perduellis
θνητοειδής,commortalis,naturalitus
κύμβη,bacchia
τρίτατος,triens,tertiarius
χοάνη,cauerno
τραυλίζω,arabarches
ἀποτορνεύω,rotundo
ἀρχαιολογέω,ueteramentarius
ἰσορροπέω,examinatio
καμαρόω,testudineatus
λευκόλινον,peralbus
νεοσσίον,modiolum
βρίθω,grauidus
διαθορυβέω,perstrepo
ὑπέρτατος,desursum
κατερύκω,reprehenso
θαυμάζω,miror
γοάω,defleo
ἐκπορθέω,expilo,exspolio
ψωλός,praeputium
αὐχενίας,taurulus
κατεναίρομαι,occisio
ποικιλίας,lelepris,ophthalmias
ἠλάσκω,dispalor
δέος,pauor,timor
πήγανον,rutula
αὐτόδικος,dioecesis
ἱζάνω,resido
θηρατικός,uenatorius
ῥυστακτύς,attrectatus
κοτέω,obirascor,periratus
ἐμβάλλω,impono
ἰόμωροι,soniuius
ἔκπλεος,praelargus
ἐχέτης,substantia
οἰοπόλος,solitarius
σπατίλη,merda
χλοῦνις,euiro
καταστάζω,destillo
ἀζητητος,deforis
ζεστός,elixus
φιβάλεως,insiccatus
νώθεια,tardor,lentitudo
σάλπη,pyxidatus,pyxis
ἀπορρινάω,limula
κυνηγέτης,uenatrix
προσβλέπω,prospecto,perspecto
μελῳδός,canticus
τολύπη,pilaris
ἑβδομηκοντούτης,septuagies,septuaginta
ἐξιόω,robigino
δύσβατος,inuius
ἀρτοπτίκιος,artopticius
βουλευτός,deliberatio
βοηνόμος,buthysia
πάραυτα,protinam
καταπρολείπω,dispolio
ληρωδέω,nugatorius
φορβαῖος,bucetum,pascito
ἱεροθέσιον,memoraculum
ἑλκεσίπεπλος,syrma
ἀτένισις,nitibundus
φυλακίς,excubitor,praetentura
ἐπικαμπή,incuruesco
βοητής,clamatorius
κατασθμαίνω,delucto
ἐγκολάπτω,insculpo
ἀπφῦς,papa
κριοφόρος,arietarius
βάμμα,embamma
πόθος,cupido
συναγαπάω,redamo,dilectio
παρατροπέω,seduco
ἀνοσιουργέω,irreligiosus
σπάρτον,tortum
αὐτόχθονος,rusticitas
εἴρερος,famulatus
κεροφόρος,corniger,cerastes
ὑλακή,latratus,ululabilis
προσαλείφω,superinungo
ἄγρευμα,captura
ὀστρακώδης,testu
ἀρύσσομαι,supertraho
ἀλφή,lucrifuga
εὐθηνέω,uigesco
διευκρινέω,pernosco
ὑποδρηστήρ,subdoceo
πηδόν,remulus,tonsa
ἀγλαός,generosus
συνατυχέω,inominalis
μηχανητός,technicus
ἄναρχος,aconiti
χελλών,mugil
εἰσπίπτω,ingruo
προσπαιστέον,gleucinus
ἀντίρροπος,compensatio
πηλώδης,tasconium
ὑπερβιόω,superuiuo
ὀβριμοδερκής,uiripotens
τετράμετρος,pancratius
ἀπείρων,infinitus
εὐθανασία,emortualis
μολπηδόν,ode
ἄνοισις,educatus
γροσφομάχος,pugilatus
πολύανδρος,populosus
διάσκεψις,inspectus
φιλόθηρος,uenaticus,uenatura
